,mbta_part_number,description,mfg,mfg_itm_id
30271,31423107,DRILL-5/64 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,CLE-LINE,C30505
30272,31423107,DRILL-5/64 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,GRAINGER,1TPE8
30273,31423108,DRILL-1/8 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,CLE-LINE,C30508
30274,31423108,DRILL-1/8 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,GRAINGER,1TPF1
30275,31423109,DRILL-3/16 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,CLE-LINE,C30512
30276,31423109,DRILL-3/16 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,GRAINGER,1TPF3
30277,31423110,DRILL-1/4 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,CLE-LINE,C30516
30278,31423110,DRILL-1/4 STR SHK JB LTH COBALT GOLD FIN (LEFT HAND) 12/PG,GRAINGER,1TPF5
30279,31424104,FILE-12 SQUARE BASTARD,NICHOLSON,13310
30280,31424104,FILE-12 SQUARE BASTARD,NICHOLSON,13310
30281,31424126,"FILE-4"" SLIM TAPER",NICHOLSON,14106
30282,31424162,FILE-12 NICHOLSON XF SW PAT PILLAR 00 CUT,NICHOLSON,39992
30283,31424168,"FILE 10"" LNG NICHOLSN EX FINE SWISS PATT.#0 CUT HND",NICHOLSON,36823 N/L/A 5/08
30284,31424168,"FILE 10"" LNG NICHOLSN EX FINE SWISS PATT.#0 CUT HND",WARRENVILL,68010
30285,31424169,"FILE-10"" LNG NICHOLSN EX FINE SWSS PATT. #0 CUT HAND",NICHOLSON,36823 N/L/A 2/03
30286,31424169,"FILE-10"" LNG NICHOLSN EX FINE SWSS PATT. #0 CUT HAND",WARRENSVIL,68010
30287,31425002,"FLAG-RED 18 X 18 OR 18 X 17 IN. W/ 24"" STAFF",COLLEGEVIL,20061660 N/L/A
30288,31425002,"FLAG-RED 18 X 18 OR 18 X 17 IN. W/ 24"" STAFF",SAFETY SOU,GF 18+24 RED
30289,31425003,"FLAG-YELLOW 18 X 18 OR 18 X 17 IN. W/STAFF 24"" STAFF",COLLEGE,20261660 N/L/A
30290,31425003,"FLAG-YELLOW 18 X 18 OR 18 X 17 IN. W/STAFF 24"" STAFF",SAFETY SOU,GF 18+24 YELLOW
30291,31425005,"FLAG-GREEN 18 X 18 OR 18 X 17 IN. W/ 24"" STAFF",COLLEGEVIL,20161660 N/L/A
30292,31425005,"FLAG-GREEN 18 X 18 OR 18 X 17 IN. W/ 24"" STAFF",SAFETY SOU,GF 18+24 GREEN
30293,31429007,GLOBE-RUBY DIETZ NO 1 LANTERN,GENERIC,851
30294,31429008,GLOBE CLEAR FOR DIET Z LITTLE WIZARD LANTERN,GENERIC,PKG OF 12
30295,31431021,"GLOVE-WORK LINMNS GTSKN HVY SIZE 8 (4"" CF) GREEN MTN NO SUB",GREEN MOUN,"T-64 SIZE 8 4""C"
30296,31431027,WORK & GENERAL PURPOSE GLOVES APPLICATION - SIZE L,MSC,76551738
30297,31431027,WORK & GENERAL PURPOSE GLOVES APPLICATION - SIZE L,PRO SAFE,616314007736
30298,31432000,INDIRECT VENT CHEMICAL SPLASH GOGGLE,Pyramex G7,G704T
30299,31433001,(DO NOT REORDER USE 021-30-003) HAMMER-CLAW,STANLEY,H-1-1/2
30300,31433003,HAMMER-LINEMEN WITH FIBERGLASS HANDLE KLIEN,KLIEN,809-36
30301,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,AMES,11099 W/HANDLE
30302,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,AMES,11095 N/L/A
30303,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,AMES,11-979 W/HANDLE
30304,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,UNION,30580
30305,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,WARREN,84
30306,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,WARREN,00809
30307,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,WARWOOD,01113
30308,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,AMES,11095 N/L/A
30309,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,AMES,11099 W/HANDLE
30310,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,AMES,11-979 W/HANDLE
30311,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,UNION,30580
30312,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,WARREN,84
30313,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,WARREN,00809
30314,31433004,HEAD -HAMMER 8LB LNG STRIKING WITH HANDLE,WARWOOD,01113
30315,31433005,HEAD -12LB DOUBLE FA CE SLEDGE W/O HANDLE(SEE CARD),TOOL WORKS,#16N
30316,31433006,HEAD -16LB LG DOUBL FACE SLEDGE WITH HANDLE,AMES,1199700 W/HANDLE
30317,31433006,HEAD -16LB LG DOUBL FACE SLEDGE WITH HANDLE,AMES,11230
30318,31433006,HEAD -16LB LG DOUBL FACE SLEDGE WITH HANDLE,AMES,11234   W/HANDLE
30319,31433006,HEAD -16LB LG DOUBL FACE SLEDGE WITH HANDLE,UNION,30586
30320,31433009,MAUL-SPIKING 8 LB W/ O HANDLE ( SEE CARD ),CHELSEA,01501
30321,31433009,MAUL-SPIKING 8 LB W/ O HANDLE ( SEE CARD ),WOODINGS,58300
30322,31433011,MAUL - 10 LB. SPIKING W/HANDLE GR. B STEEL,WOODINGS V,AREA 3-83
30323,31433012,HAMMER-4LB DBL FACE DRILLG OR STRIKNG SHORT PATTRN,AMES,1197100
30324,31433012,HAMMER-4LB DBL FACE DRILLG OR STRIKNG SHORT PATTRN,AMES,11-018 NUMBER CHANGE
30325,31433012,HAMMER-4LB DBL FACE DRILLG OR STRIKNG SHORT PATTRN,UNION,30570 RAZOR
30326,31433012,HAMMER-4LB DBL FACE DRILLG OR STRIKNG SHORT PATTRN,VERONA,126
30327,31433012,HAMMER-4LB DBL FACE DRILLG OR STRIKNG SHORT PATTRN,WARREN,01006
30328,31434006,"HANDLE - SLEDGE 36"" LINK #001-01 SLOTTED W/WEDGES",OP LINK,001-01
30329,31434006,"HANDLE - SLEDGE 36"" LINK #001-01 SLOTTED W/WEDGES",V&B,67362
30330,31434007,HANDLE-34IN ADZE-GR. AR U.S DOC R77-45 GR. STAMP,OP LINK,224-19
30331,31434008,HANDLE-36 IN AXE,OP LINK,100-19
30332,31434008,HANDLE-36 IN AXE,OP LINK,100-19
30333,31434010,HANDLE-PUSH BROOM 1S T QUAL 11/8D X41/2 LG TPR 1 EN,12 PER BOX,OP LINK 22-245
30334,31434010,HANDLE-PUSH BROOM 1S T QUAL 11/8D X41/2 LG TPR 1 EN,MSC,09320631
30335,31434010,HANDLE-PUSH BROOM 1S T QUAL 11/8D X41/2 LG TPR 1 EN,OP LINK,22-245
30336,31434012,"HANDLE-24"" CHISEL TOO L EYE 1-3/8"" X3/4"" PATT 147-24",OP LINK,044-05
30337,31434012,"HANDLE-24"" CHISEL TOO L EYE 1-3/8"" X3/4"" PATT 147-24",RAILWAY,683-242
30338,31434012,"HANDLE-24"" CHISEL TOO L EYE 1-3/8"" X3/4"" PATT 147-24",SEQUATCHIE,044-05 SIOUX PATT.#1
30339,31434012,"HANDLE-24"" CHISEL TOO L EYE 1-3/8"" X3/4"" PATT 147-24",V&B MFG,69003
30340,31434016,HANDLE-36 IN RAILROAD PICK FOR 5# PICK AAW GRADE,DES ARC,# 164
30341,31434016,HANDLE-36 IN RAILROAD PICK FOR 5# PICK AAW GRADE,O.P.LINK,220-01
30342,31434016,HANDLE-36 IN RAILROAD PICK FOR 5# PICK AAW GRADE,V&B MFG,68365
30343,31436010,HOLDER-DURO ELECTRODE,DURO,300-I
30344,31436013,HOLDER-3/8 IN HAND S TA FAST,GENERIC,KH3
30345,31437001,HOSE-.250IDX.600OD. 250 PSI. FUEL GAS RED;NEOPRN COVR,DAYCO,7112-252 RED
30346,31437002,HOSE-0.250 ID X 0.600 OD 250 PSI OXYGEN GREEN,DAYCO,7113-252 GRN
30347,31437002,HOSE-0.250 ID X 0.600 OD 250 PSI OXYGEN GREEN,RADNOR,64003371
30348,31437005,"HOSE-PNEUMATIC 3/4"" 2 BRD W/DIX-LCK QM44&QM23 COUP",GENERIC,50 FT.LENGHTS
30349,31437005,"HOSE-PNEUMATIC 3/4"" 2 BRD W/DIX-LCK QM44&QM23 COUP",GOODALL,APPD RUB CORP
30350,31437009,"HOSE-PLAST NYLN GARD N W/O CPLG 5/8ID .795TO.849"" OD",GENERIC,-100FT LGTH---
30351,31437009,"HOSE-PLAST NYLN GARD N W/O CPLG 5/8ID .795TO.849"" OD",GENERIC,CAT NO. 7658--
30352,31437010,"HOSE SALISB RIB-GRIP CONNEC END LINE 1"" I.DX41/2'LG",SALISBURY,WR100-45C
30353,31437010,"HOSE SALISB RIB-GRIP CONNEC END LINE 1"" I.DX41/2'LG",SALISBURY,R100-45C N/L/A
30354,31439007,JAWS #9 FOR NO732 MILLER FALLS RATCHET BIT BRACE,CHS.PARKER,CAT#9 PAGE 353
30355,31440001,LADDER-STEP 4' TYP 1 A HD IND HEMLOCK/SPEC MQA-1000,LYNN LADDE,LKS04X
30356,31440001,LADDER-STEP 4' TYP 1 A HD IND HEMLOCK/SPEC MQA-1000,LYNN LADDE,PNDO4X
30357,31440002,LADDER-STEP 6'-TYPE 1A HD IND HEMLCK/SPEC MQA-1000,LYNN,LKS06 N/L/A
30358,31440002,LADDER-STEP 6'-TYPE 1A HD IND HEMLCK/SPEC MQA-1000,LYNN LADDE,PND06X
30359,31440003,LADDER-STEP 8'-TYPE 1A HD IND HEMLCK/SPEC MQA-1000,LYNN LADDE,PND08X
30360,31440003,LADDER-STEP 8'-TYPE 1A HD IND HEMLCK/SPEC MQA-1000,LYNN LADDE,LKS08X  N/L/A
30361,31440004,LADDER-STEP 10'-TYP 1A HD IND HEMLCK/SPEC MQA-1000,LYNN LADDE,LKS10X N/L/A
30362,31440004,LADDER-STEP 10'-TYP 1A HD IND HEMLCK/SPEC MQA-1000,LYNN LADDE,PND10X
30363,31440005,LADDER-STEP 12'-TYP 1A HD IND HEMLCK/SPEC MQA-1000,LYNN LADDE,PND12X
30364,31440005,LADDER-STEP 12'-TYP 1A HD IND HEMLCK/SPEC MQA-1000,LYNN LADDE,LKS12X N/L/A
30365,31440007,LADDER-STEP 14'TYPE 1A HEA.DTY IND PER MQA 1000,GENERIC,LADDER
30366,31440007,LADDER-STEP 14'TYPE 1A HEA.DTY IND PER MQA 1000,LYNN,LKS14X ONLY AVAIL. I
30367,31440008,14 FT WOOD STD SNGLE WITH SHOES NO. STG-14,LYNN LADDE,STG-14X
30368,31440012,LADDER-12FT STRAIGHT MANHOLE PER MBTA PLAN L-15767,GENERIC,WMSTG12-X
30369,31440025,LADDER 32' EXTEN WOO DEN ASPER MBTA SPECS POWER 1,LYNN LADDE,LYE32X N/L/A
30370,31440025,LADDER 32' EXTEN WOO DEN ASPER MBTA SPECS POWER 1,LYNN LADDE,NBE32X
30371,31440027,LADDER-24 FT EXTENSION,LYNN LADDE,LYE24X   N/L/A
30372,31440027,LADDER-24 FT EXTENSION,LYNN LADDE,NBE24X
30373,31440031,LADDER 28' EXTENS WOODEN ASPER MBTA SPECS POWER 1,LYNN LADDE,LYE28X N/L/A
30374,31440031,LADDER 28' EXTENS WOODEN ASPER MBTA SPECS POWER 1,LYNN LADDE,NBE28X
30375,31440032,"LADDER-13' 10"" EXTENSION TREATD W/PANTA AT FACTORY",GENERIC,C-15794-A
30376,31440032,"LADDER-13' 10"" EXTENSION TREATD W/PANTA AT FACTORY",LYNN,PUE16-X
30377,31441027,"(NLA) CHAIR, COLLECTORS, GLIDES, NO ARMS, BACK REST",STEEL CASE,453-7301
30378,31441028,"CHAIR,COLLECTORS GRADE 60 MODEL#782/05X/M1/B3/HGH",GENERIC,NO SUBSTUTE
30379,31441028,"CHAIR,COLLECTORS GRADE 60 MODEL#782/05X/M1/B3/HGH",SAMUEL BLU,782/05X/M1/B3
30380,31442001,LANTERN KEROSEN W/WI CKS BURNERS&RUBY COLORD GLOBES,R E DIETZ,LTL WIZARD R1
30381,31442004,LANTERN-KEROSEN RR H ND HR GREEN GLOBE W/WICK-5 DOZ,-ADLAKE---,300
30382,31442004,LANTERN-KEROSEN RR H ND HR GREEN GLOBE W/WICK-5 DOZ,GENERIC,314-29-009
30383,31442004,LANTERN-KEROSEN RR H ND HR GREEN GLOBE W/WICK-5 DOZ,WITH GLOBE,USE 314-42-001
30384,31442006,LANTERN LITTLE WIZARD W/AMBER GLOBES-WICKS&BURNERS,GENERIC,#R1
30385,31442009,LANTERN EVEREADY ALL -AMERICAN W/BULB,EVEREADY,5109IND
30386,31442009,LANTERN EVEREADY ALL -AMERICAN W/BULB,GRAINGER,1LEF6
30387,31443001,"OILER-1/3 PINT STL 3-3/8"" DIA STR NOZL N/L/A",EAGLE,135C N/L/A
30388,31443001,"OILER-1/3 PINT STL 3-3/8"" DIA STR NOZL N/L/A",PLEWS,50-122 12 OZ CAP.
30389,31443004,OILER 4PT. CAPAC EX HVY COPPERITE FINSH STL RAILRD N/L/A,EAGLE,111 N/L/A DISCONTIN
30390,31445001,"PICK-7LB 25"" W/O HAN DL AREA PLAN 1 HI GR O.H STEEL",LANS.FORGE,1226
30391,31445001,"PICK-7LB 25"" W/O HAN DL AREA PLAN 1 HI GR O.H STEEL",MADISON,937
30392,31445001,"PICK-7LB 25"" W/O HAN DL AREA PLAN 1 HI GR O.H STEEL",VERONA/AME,10226
30393,31445001,"PICK-7LB 25"" W/O HAN DL AREA PLAN 1 HI GR O.H STEEL",WARREN,NO.5 NO.00103 CLAY P
30394,31445001,"PICK-7LB 25"" W/O HAN DL AREA PLAN 1 HI GR O.H STEEL",WARWOOD,03030
30395,31446003,"PLIERS-TONGUE/GROOVE 9-1/2"" LG",CHANNELLOC,420
30396,31446003,"PLIERS-TONGUE/GROOVE 9-1/2"" LG",CRESENT,R210CV
30397,31446005,PLIERS-SIDE CUT HIGH LEVERAGE PLASTIC DIP HANDLE,CRESCENT,2050-9C - DO NOT ORDER - NOT APPROVED
30398,31446005,PLIERS-SIDE CUT HIGH LEVERAGE PLASTIC DIP HANDLE,KLIEN TOOL,D213-9NE
30399,31446005,PLIERS-SIDE CUT HIGH LEVERAGE PLASTIC DIP HANDLE,PROTO,269G
30400,31447001,PAIL -1 1/2 GAL OPEN HEAD W/O COVER PAINT TIN,DOVER,35 TINNED
30401,31447001,PAIL -1 1/2 GAL OPEN HEAD W/O COVER PAINT TIN,LEAKTITE,5
30402,31447002,TESTER - THIRD RAIL CIRCUIT,KLEIN,69105
30403,31447002,TESTER - THIRD RAIL CIRCUIT,YALE ELECT,VT 100B AMPROB
30404,31448001,BALLAST FORK-W/HANDL TOP OF COMB.STL/WOOD OR EQUAL,AMES,18-314
30405,31448001,BALLAST FORK-W/HANDL TOP OF COMB.STL/WOOD OR EQUAL,UNION TOOL,76-107
30406,31448003,RAKE-ASPHALT LIGHT PATTERN,AMES,AAL14  UPC 18871
30407,31448003,RAKE-ASPHALT LIGHT PATTERN,AMES,18-871
30408,31448003,RAKE-ASPHALT LIGHT PATTERN,UNION FORK,A-14-D
30409,31448004,RAKE-STEEL GRASS,AMES,18-878 N/L/A
30410,31448004,RAKE-STEEL GRASS,AMES,1886100
30411,31448004,RAKE-STEEL GRASS,AMES,1887200 ALT RAKE
30412,31448004,RAKE-STEEL GRASS,AMES,63110 - AMES
30413,31448004,RAKE-STEEL GRASS,AMES,18-861 - AMES
30414,31448004,RAKE-STEEL GRASS,TRUE TEMP,T-14
30415,31448004,RAKE-STEEL GRASS,UNION,1886100
30416,31452001,ROPE-3/8 X 600 FT RL WHITE POLY-PLUS W/RED TRACER,ORION ROPEWORKS,810120-00600
30417,31452001,ROPE-3/8 X 600 FT RL WHITE POLY-PLUS W/RED TRACER,ORION ROPEWORKS,ORION 810120-00600
30418,31452002,ROPE-SYNETHETIC WHITE 1/2 X 600' REEL POLY-PLUS RED TRACER,CG EDWARDS,POLY-PLUS RED T
30419,31452002,ROPE-SYNETHETIC WHITE 1/2 X 600' REEL POLY-PLUS RED TRACER,ORION ROPEWORKS,810160-00600
30420,31452002,ROPE-SYNETHETIC WHITE 1/2 X 600' REEL POLY-PLUS RED TRACER,ORION ROPEWORKS,ORION 810160-00600
30421,31452006,"ROPE 1"" MANILA FED SPEC T-R-605 TYP M CLASS#1 324#",WINNE & S,162 LB 600/FTR
30422,31453003,"CABLE-CADIUM BRONZE AIRCRAFT,3/16"" DIA.",ERICO PROD,SBS8CBARE
30423,31453010,ROPE 9/16WRE 8X19 SPIN RESIST IMP PLOW STL I.W.R.C,ROPE,ANCHOR WIRE
30424,31453011,ROPE-KEVLAR 29ARAMD FIBR 11200LB MIN POLY-JK CD/BY,GENERIC,PS0M11200
30425,31453011,ROPE-KEVLAR 29ARAMD FIBR 11200LB MIN POLY-JK CD/BY,UNITED ROP,PSOM11200
30426,31453013,ROPE-1/2IN. PLOW STEEL 6X37 WIRE CORE (I.W.R.C.),ROPE,ANCHOR WIRE
30427,31453026,ROPE-WIRE 3/8IN 6X25 H.C. IPS,ROPE,ANCHOR WIRE
30428,31453028,"ROPE-7/16"" WRE 6X25 I .W.R.C. BLACK PREFORM PLOW STL",ROPE,ANCHOR WIRE
30429,31454002,"BLADE HACKSAW 12X1/2 X.025"" 32 T FLEX BK TNG AL HN",STARRETT,GF1232
30430,31454003,BLADE-HACKSAW 12X1/2 X.025 14T,MILLERS,4.3
30431,31454003,BLADE-HACKSAW 12X1/2 X.025 14T,NICHOLSON,62706 MF1214
30432,31454003,BLADE-HACKSAW 12X1/2 X.025 14T,STARRETT,RS1214    OBSOLETE
30433,31454005,"BLADE HACKSW17X1X.05 0"" -10TTH MOLYBDENM ALLY HS POW",-VICTOR,#1710-54------
30434,31454007,"BLADE-POWER HACK14"" X 11/4"" X.062"" 6TTH(NO SUB)NICHOL",NICHOLSON,TN-1406-6
30435,31454010,BLADE-HACK 12X1X10/6 TDIA BROACH TOOTH HI SP MOLYBD,GENERIC,NO MB12-10/6-6
30436,31454014,BLADE FOR 30 INCH SA W,STANLEY,15-448
30437,31454015,BLADE-SUPER STERLING HACKSAW,GENERIC,MRB-21-6/4-8
30438,31454018,BLADE-HACK SAW 10X1/ 2X.025 HS MOLYBDENM 18TOOTH/IN,NICOLSON,NM-1018
30439,31454021,BLADES-SAW 700X55X2. 5 MM-ZAHN 6 START HSS,KASTO,EBS-450   #15407
30440,31454022,WHEELS-ABRASIVE CUTOFF 14X1/8X1 ARBOR,RACINE,82000-1
30441,31454022,WHEELS-ABRASIVE CUTOFF 14X1/8X1 ARBOR,UNITED ABR,"23450   14""X1/8""X1"""
30442,31454023,"BLADE-BAND SAW 15' X1-1/4"" X.042X-4/6VT CONTEST LE",LENOX,CONTESTOR LE
30443,31454024,"WHEEL-HI STRNGTH ABR SV CUTOFF 16"" WTH 1"" ARBR CD/BYR",NORTON CO,66253466357
30444,31454024,"WHEEL-HI STRNGTH ABR SV CUTOFF 16"" WTH 1"" ARBR CD/BYR",NORTON CO,66253466357   NEW P/
30445,31454024,"WHEEL-HI STRNGTH ABR SV CUTOFF 16"" WTH 1"" ARBR CD/BYR",NORTON CO.,66253400135   OLD P/
30446,31455006,SAW-30 IN BOW--COMPLETE--,AMES,19-097
30447,31455006,SAW-30 IN BOW--COMPLETE--,NICHOLSON,80815
30448,31455006,SAW-30 IN BOW--COMPLETE--,STANLEY,15-453 N/L/A 3/03
30449,31455012,SAW-1 3/4 HS HOLE,LENOX,28 L
30450,31455012,SAW-1 3/4 HS HOLE,STARRETT,VH0134
30451,31455016,"SAW HOLE 3-1/2""",STARRETT,VH0312
30452,31458003,"SCREWDRIVER-8IN, 3/8"" TIP RD SHNK HX BOLSTER CUSHION GRIP",STANLEY,66-092
30453,31460001,SHOVEL-GEN P LG HDL SQ PT 16GA STL BLD 11X131/2 DP,AMES,16-324
30454,31460001,SHOVEL-GEN P LG HDL SQ PT 16GA STL BLD 11X131/2 DP,UNION,79-805
30455,31460002,SHOVEL-NO. 2 RD. POINT LONG HANDLE SIZE 9X12,AMES,1551100
30456,31460002,SHOVEL-NO. 2 RD. POINT LONG HANDLE SIZE 9X12,AMES,15-701 N/L/A
30457,31460002,SHOVEL-NO. 2 RD. POINT LONG HANDLE SIZE 9X12,GARANT,GHLR2
30458,31460002,SHOVEL-NO. 2 RD. POINT LONG HANDLE SIZE 9X12,TRUETEMPER,30001DLR
30459,31460002,SHOVEL-NO. 2 RD. POINT LONG HANDLE SIZE 9X12,UNION,45-106
30460,31460002,SHOVEL-NO. 2 RD. POINT LONG HANDLE SIZE 9X12,UNION,40-191
30461,31460003,SHOVEL NO 2 SQ PT 27 IN ARMOR HNDLE 91/2X12 GR A,AMES,GARANT GCBS-2
30462,31460003,SHOVEL NO 2 SQ PT 27 IN ARMOR HNDLE 91/2X12 GR A,AMES,13-093
30463,31460003,SHOVEL NO 2 SQ PT 27 IN ARMOR HNDLE 91/2X12 GR A,AMES,15-627  (N/L/A)
30464,31460003,SHOVEL NO 2 SQ PT 27 IN ARMOR HNDLE 91/2X12 GR A,GENERIC,TRUTEMPER
30465,31460003,SHOVEL NO 2 SQ PT 27 IN ARMOR HNDLE 91/2X12 GR A,PJ ODONNEL,LA0083
30466,31460004,SHOVEL NO 2 RD PT W/ 27 IN D HNDL,AMES,12-015
30467,31460004,SHOVEL NO 2 RD PT W/ 27 IN D HNDL,AMES,13-03-7
30468,31460004,SHOVEL NO 2 RD PT W/ 27 IN D HNDL,AMES,AMES 1201500
30469,31460004,SHOVEL NO 2 RD PT W/ 27 IN D HNDL,UNION,R2UD
30470,31460005,SHOVEL D HNDLE GEN P URP &SNOW SQ PT#16 GA 11W131/2,AMES,16-322 - NO LONGER AVAILABLE
30471,31460005,SHOVEL D HNDLE GEN P URP &SNOW SQ PT#16 GA 11W131/2,UNION FORK,RHGPD
30472,31460006,SPOON EASTERN PATTER N 8' HANDLES GRADE A OR EQUAL,AMES,139
30473,31460006,SPOON EASTERN PATTER N 8' HANDLES GRADE A OR EQUAL,LEACH,1024-E.H.
30474,31460006,SPOON EASTERN PATTER N 8' HANDLES GRADE A OR EQUAL,OSHKOSH T,2024E 8' ASH
30475,31460007,"SPOON-STRAIGHT PATTERN, 10 FT HANDLE ASH",OSHKOSH T,2035 ASH 10'
30476,31460008,SPOON-EASTERN PATTRN 10'HNDL GR.A AMES 139 OR EQUA,OSHKOSH T,2026E ASH 10'  EP
30477,31460010,SHOVEL-SNOW POLY 18 IN WOOD HANDLE -WITH NO STEEL WEAR STRIP,AMES,AMES - 1627400
30478,31460010,SHOVEL-SNOW POLY 18 IN WOOD HANDLE -WITH NO STEEL WEAR STRIP,GARANT,GARANT - GIPM18KD
30479,31460010,SHOVEL-SNOW POLY 18 IN WOOD HANDLE -WITH NO STEEL WEAR STRIP,RUGG,27P  N/L/A
30480,31460010,SHOVEL-SNOW POLY 18 IN WOOD HANDLE -WITH NO STEEL WEAR STRIP,UNION TOOL,XBS17 OR 79759 N/L/A
30481,31462005,SOCKET 1/2 IN. 12 POINT 1/2 IN DRIVE,ALLEN,12210
30482,31462005,SOCKET 1/2 IN. 12 POINT 1/2 IN DRIVE,CORNWELL--,T-3116
30483,31462006,SOCKET-1/2 IN 8PT HE X 1/2 SQ DR-SK,ARMSTRONG,12-416
30484,31462006,SOCKET-1/2 IN 8PT HE X 1/2 SQ DR-SK,ARMSTRONG,12-416
30485,31462006,SOCKET-1/2 IN 8PT HE X 1/2 SQ DR-SK,GENERIC,40103
30486,31462006,SOCKET-1/2 IN 8PT HE X 1/2 SQ DR-SK,GENERIC,40103
30487,31462007,SOCKET-5/8 8PT CHROME HEX 1/2IN SQ DRIVE,ARMSTRONG,12-420
30488,31462007,SOCKET-5/8 8PT CHROME HEX 1/2IN SQ DRIVE,BILLINGS--,-#S-820-------
30489,31462007,SOCKET-5/8 8PT CHROME HEX 1/2IN SQ DRIVE,---S-K----,5420S
30490,31462008,"SOCKET-3/4"" -12 POINT CHROME HEX 1/2"" SQUARE DRIVE",ALLEN,12214
30491,31462008,"SOCKET-3/4"" -12 POINT CHROME HEX 1/2"" SQUARE DRIVE",CORNWELL,T 3124
30492,31462008,"SOCKET-3/4"" -12 POINT CHROME HEX 1/2"" SQUARE DRIVE",PROTO,J5424
30493,31462009,SOCKET-13/16-12PT HE X 1/2 SQ DR-SK,S-K,40126
30494,31462024,SOCKET 7/8 IN 6 POINT 1/2 IN. DRIVE,PROTO,5428H
30495,31462024,SOCKET 7/8 IN 6 POINT 1/2 IN. DRIVE,S.K.,41128
30496,31462025,SOCKET 11/16 6 POINT 1/2 IN. DRIVE,ALLEN,12039
30497,31462025,SOCKET 11/16 6 POINT 1/2 IN. DRIVE,CORNWELL--,T-3234
30498,31462026,SOCKET 11/4 6 POINT 1/2 IN. DRIVE,CORNWALL,T-3240
30499,31462027,"SOCKET - 1"" DEEP FOR 1/2"" DRIVE",PROTO,5332-H
30500,31462027,"SOCKET - 1"" DEEP FOR 1/2"" DRIVE",PROTO,5332-H
30501,31462028,"SOCKET - 1/2"" DEEP F OR 1/2"" DRIVE",PROTO,5316-H
30502,31462029,SOCKET - DO NOT REORDER USE 021-70-017 -,MSC INDUST,PROTO 5324-H
30503,31462030,"SOCKET - 7/8"" DEEP F OR 1/2"" DRIVE",PROTO,5328-H
30504,31462031,"SOCKET - 1 1/8"" DEEP FOR 1/2"" DRIVE",PROTO (STA,5336H (6 POINT)
30505,31462032,"HANDLE - HINGED 1/2"" DRIVE ( 15"" OVER ALL LENGTH )",ALLEN,12820
30506,31462032,"HANDLE - HINGED 1/2"" DRIVE ( 15"" OVER ALL LENGTH )",PROTO,5467
30507,31464004,TAPES 50 FT CHROME C LAD,LUFKIN,HC253  UPC #45201
30508,31464004,TAPES 50 FT CHROME C LAD,UTICA,DT-50H
30509,31464006,TAPE 100 FT CHROME C LAD-LU,LUFKIN,HW 226
30510,31464006,TAPE 100 FT CHROME C LAD-LU,LUFKIN,C-256
30511,31464008,TAPE-50 FT NONMETALLIC WOVEN 5/8 IN WIDE,LUFKIN,403 OLD NUMBER
30512,31464008,TAPE-50 FT NONMETALLIC WOVEN 5/8 IN WIDE,LUFKIN,HD403
30513,31465026,TAP- 1/4-20 N.C THRD. HI SPEED STEEL HAND PLUG R.H,GREENFIELD,14023
